# trailing_flap_deflection  alpha                     Rey                       Mach                      trailing_flap_fraction    CL                        CD                        Cm                       
         0.0000000000E+00          0.0000000000E+00          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          0.0000000000E+00          1.8040000000E-02         -0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -0.0000000000E+00          6.6800000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -0.0000000000E+00          6.6800000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -0.0000000000E+00          6.6800000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -0.0000000000E+00          6.7700000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -0.0000000000E+00          6.7700000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -0.0000000000E+00          6.7700000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -0.0000000000E+00          7.1400000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -0.0000000000E+00          7.1400000000E-03          0.0000000000E+00
         0.0000000000E+00          0.0000000000E+00          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -0.0000000000E+00          7.1400000000E-03          0.0000000000E+00
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          2.5990000000E-01          1.5730000000E-02         -3.1300000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          2.5990000000E-01          1.5730000000E-02         -3.1300000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          2.5990000000E-01          1.5730000000E-02         -3.1300000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          2.8540000000E-01          1.5770000000E-02         -3.4500000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          2.8540000000E-01          1.5770000000E-02         -3.4500000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          2.8540000000E-01          1.5770000000E-02         -3.4500000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          3.1110000000E-01          1.6340000000E-02         -3.3200000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01          3.1110000000E-01          1.6340000000E-02         -3.3200000000E-02
         0.0000000000E+00          1.7453292520E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          3.1110000000E-01          1.6340000000E-02         -3.3200000000E-02
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          1.0310000000E-01          6.9300000000E-03          3.8000000000E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          1.0310000000E-01          6.9300000000E-03          3.8000000000E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          1.0310000000E-01          6.9300000000E-03          3.8000000000E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          7.2500000000E-02          7.0900000000E-03          2.0333333333E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          7.2500000000E-02          7.0900000000E-03          2.0333333333E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          7.2500000000E-02          7.0900000000E-03          2.0333333333E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          1.1310000000E-01          7.3800000000E-03          4.3000000000E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01          1.1310000000E-01          7.3800000000E-03          4.3000000000E-03
         0.0000000000E+00          1.7453292520E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          1.1310000000E-01          7.3800000000E-03          4.3000000000E-03
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          3.7440000000E-01          1.4450000000E-02         -2.9600000000E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          3.7440000000E-01          1.4450000000E-02         -2.9600000000E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          3.7440000000E-01          1.4450000000E-02         -2.9600000000E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          3.4560000000E-01          1.5410000000E-02         -3.0033333333E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          3.4560000000E-01          1.5410000000E-02         -3.0033333333E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          3.4560000000E-01          1.5410000000E-02         -3.0033333333E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          4.1630000000E-01          1.5430000000E-02         -2.7900000000E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01          4.1630000000E-01          1.5430000000E-02         -2.7900000000E-02
         0.0000000000E+00          3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          4.1630000000E-01          1.5430000000E-02         -2.7900000000E-02
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          2.1310000000E-01          7.6200000000E-03          5.7000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          2.1310000000E-01          7.6200000000E-03          5.7000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          2.1310000000E-01          7.6200000000E-03          5.7000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          2.1750000000E-01          7.7300000000E-03          6.1000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          2.1750000000E-01          7.7300000000E-03          6.1000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          2.1750000000E-01          7.7300000000E-03          6.1000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          2.2960000000E-01          8.0900000000E-03          7.9000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01          2.2960000000E-01          8.0900000000E-03          7.9000000000E-03
         0.0000000000E+00          3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          2.2960000000E-01          8.0900000000E-03          7.9000000000E-03
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          4.5520000000E-01          1.4400000000E-02         -2.1500000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          4.5520000000E-01          1.4400000000E-02         -2.1500000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          4.5520000000E-01          1.4400000000E-02         -2.1500000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          4.6600000000E-01          1.4690000000E-02         -2.1100000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          4.6600000000E-01          1.4690000000E-02         -2.1100000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          4.6600000000E-01          1.4690000000E-02         -2.1100000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          5.0450000000E-01          1.5820000000E-02         -1.9700000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01          5.0450000000E-01          1.5820000000E-02         -1.9700000000E-02
         0.0000000000E+00          5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          5.0450000000E-01          1.5820000000E-02         -1.9700000000E-02
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          3.5540000000E-01          8.6000000000E-03         -3.0000000000E-04
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          3.5540000000E-01          8.6000000000E-03         -3.0000000000E-04
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          3.5540000000E-01          8.6000000000E-03         -3.0000000000E-04
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          3.5850000000E-01          8.7300000000E-03          1.2000000000E-03
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          3.5850000000E-01          8.7300000000E-03          1.2000000000E-03
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          3.5850000000E-01          8.7300000000E-03          1.2000000000E-03
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          3.7000000000E-01          9.2100000000E-03          6.0000000000E-03
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01          3.7000000000E-01          9.2100000000E-03          6.0000000000E-03
         0.0000000000E+00          5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          3.7000000000E-01          9.2100000000E-03          6.0000000000E-03
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          5.3710000000E-01          1.5200000000E-02         -1.4600000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          5.3710000000E-01          1.5200000000E-02         -1.4600000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          5.3710000000E-01          1.5200000000E-02         -1.4600000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          5.4890000000E-01          1.5600000000E-02         -1.3900000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          5.4890000000E-01          1.5600000000E-02         -1.3900000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          5.4890000000E-01          1.5600000000E-02         -1.3900000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          5.8850000000E-01          1.7180000000E-02         -1.1200000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01          5.8850000000E-01          1.7180000000E-02         -1.1200000000E-02
         0.0000000000E+00          6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          5.8850000000E-01          1.7180000000E-02         -1.1200000000E-02
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          5.0800000000E-01          9.7100000000E-03         -9.4000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          5.0800000000E-01          9.7100000000E-03         -9.4000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          5.0800000000E-01          9.7100000000E-03         -9.4000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          5.1550000000E-01          9.9400000000E-03         -8.1000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          5.1550000000E-01          9.9400000000E-03         -8.1000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          5.1550000000E-01          9.9400000000E-03         -8.1000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          5.4000000000E-01          1.0730000000E-02         -3.1000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01          5.4000000000E-01          1.0730000000E-02         -3.1000000000E-03
         0.0000000000E+00          6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          5.4000000000E-01          1.0730000000E-02         -3.1000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00          6.1450000000E-01          1.6760000000E-02         -7.8000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01          6.1450000000E-01          1.6760000000E-02         -7.8000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          6.1450000000E-01          1.6760000000E-02         -7.8000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00          6.2590000000E-01          1.7410000000E-02         -6.5000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01          6.2590000000E-01          1.7410000000E-02         -6.5000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          6.2590000000E-01          1.7410000000E-02         -6.5000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00          6.6460000000E-01          1.9960000000E-02         -1.7000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01          6.6460000000E-01          1.9960000000E-02         -1.7000000000E-03
         0.0000000000E+00          8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          6.6460000000E-01          1.9960000000E-02         -1.7000000000E-03
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00          6.3230000000E-01          1.0960000000E-02         -1.3400000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          6.3230000000E-01          1.0960000000E-02         -1.3400000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          6.3230000000E-01          1.0960000000E-02         -1.3400000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00          6.4790000000E-01          1.1330000000E-02         -1.2900000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          6.4790000000E-01          1.1330000000E-02         -1.2900000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          6.4790000000E-01          1.1330000000E-02         -1.2900000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00          6.9990000000E-01          1.2710000000E-02         -1.0300000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01          6.9990000000E-01          1.2710000000E-02         -1.0300000000E-02
         0.0000000000E+00          8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          6.9990000000E-01          1.2710000000E-02         -1.0300000000E-02
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -6.1450000000E-01          1.6760000000E-02          7.8000000000E-03
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -2.9970000000E-01          1.8410000000E-02         -4.7600000000E-02
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -1.2280000000E-01          2.4260000000E-02         -6.0100000000E-02
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -6.2590000000E-01          1.7410000000E-02          6.5000000000E-03
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -3.1150000000E-01          1.8670000000E-02         -4.8400000000E-02
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -1.3210000000E-01          2.4600000000E-02         -6.0800000000E-02
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -6.6460000000E-01          1.9960000000E-02          1.7000000000E-03
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -3.5760000000E-01          1.9770000000E-02         -4.9900000000E-02
         1.1635528347E-01         -8.7266462600E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -1.6580000000E-01          2.5680000000E-02         -6.3000000000E-02
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -6.3240000000E-01          1.0960000000E-02          1.3400000000E-02
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -2.5050000000E-01          1.2770000000E-02         -5.8600000000E-02
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          2.6720000000E-01          1.0500000000E-02         -1.2800000000E-01
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -6.4800000000E-01          1.1340000000E-02          1.2900000000E-02
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -2.5660000000E-01          1.3020000000E-02         -6.0300000000E-02
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          2.5990000000E-01          1.0820000000E-02         -1.2820000000E-01
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -7.0000000000E-01          1.2710000000E-02          1.0300000000E-02
         1.1635528347E-01         -8.7266462600E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -2.8240000000E-01          1.3860000000E-02         -6.4900000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -5.3720000000E-01          1.5200000000E-02          1.4600000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -2.0200000000E-01          1.8740000000E-02         -4.3900000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01         -3.0600000000E-02          2.5290000000E-02         -5.8300000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -5.4900000000E-01          1.5610000000E-02          1.3900000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -2.1130000000E-01          1.8930000000E-02         -4.4400000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01         -3.8100000000E-02          2.5700000000E-02         -5.8800000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -5.8860000000E-01          1.7180000000E-02          1.1200000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -2.4350000000E-01          1.9640000000E-02         -4.6700000000E-02
         1.1635528347E-01         -6.9813170080E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01         -6.4400000000E-02          2.7050000000E-02         -6.0400000000E-02
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -5.0800000000E-01          9.7100000000E-03          9.4000000000E-03
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -8.9000000000E-02          1.2810000000E-02         -6.9600000000E-02
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          3.8800000000E-01          1.0120000000E-02         -1.2900000000E-01
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -5.1550000000E-01          9.9400000000E-03          8.1000000000E-03
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -9.3600000000E-02          1.2980000000E-02         -7.0800000000E-02
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          3.8510000000E-01          1.0450000000E-02         -1.2950000000E-01
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -5.4000000000E-01          1.0730000000E-02          3.1000000000E-03
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -1.0780000000E-01          1.3580000000E-02         -7.5300000000E-02
         1.1635528347E-01         -6.9813170080E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          3.9760000000E-01          1.1020000000E-02         -1.3550000000E-01
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -4.5520000000E-01          1.4400000000E-02          2.1500000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -1.1490000000E-01          1.9570000000E-02         -3.7500000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          6.3100000000E-02          2.6440000000E-02         -5.7400000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -4.6610000000E-01          1.4700000000E-02          2.1100000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -1.2030000000E-01          1.9740000000E-02         -3.8300000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          6.9000000000E-02          2.7090000000E-02         -5.9900000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -5.0460000000E-01          1.5820000000E-02          1.9700000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -1.4150000000E-01          2.0330000000E-02         -4.0800000000E-02
         1.1635528347E-01         -5.2359877560E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          1.0060000000E-01          2.9310000000E-02         -7.0200000000E-02
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -3.5540000000E-01          8.6000000000E-03          3.0000000000E-04
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          6.6000000000E-02          1.2680000000E-02         -7.8600000000E-02
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          5.0140000000E-01          9.6000000000E-03         -1.2810000000E-01
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -3.5850000000E-01          8.7300000000E-03         -1.2000000000E-03
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          6.2200000000E-02          1.2800000000E-02         -7.9200000000E-02
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          5.1180000000E-01          9.7000000000E-03         -1.3050000000E-01
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -3.7000000000E-01          9.2100000000E-03         -6.0000000000E-03
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          2.5000000000E-01          5.9400000000E-02          1.3230000000E-02         -8.3600000000E-02
         1.1635528347E-01         -5.2359877560E-02          4.0000000000E+05          4.0000000000E-01          5.0000000000E-01          5.3710000000E-01          1.0260000000E-02         -1.3680000000E-01
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -3.7450000000E-01          1.4450000000E-02          2.9600000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          2.5000000000E-01         -2.9000000000E-02          2.0170000000E-02         -3.1900000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          0.0000000000E+00          5.0000000000E-01          2.4560000000E-01          2.8460000000E-02         -7.2400000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -3.8340000000E-01          1.4630000000E-02          2.9100000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          2.5000000000E-01         -3.3000000000E-02          2.0470000000E-02         -3.2400000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          2.0000000000E-01          5.0000000000E-01          2.5080000000E-01          2.8980000000E-02         -7.4200000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -4.1640000000E-01          1.5430000000E-02          2.7900000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          2.5000000000E-01         -4.8700000000E-02          2.1420000000E-02         -3.4000000000E-02
         1.1635528347E-01         -3.4906585040E-02          1.0000000000E+05          4.0000000000E-01          5.0000000000E-01          2.7030000000E-01          3.0720000000E-02         -8.0100000000E-02
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          0.0000000000E+00         -2.1310000000E-01          7.6200000000E-03         -5.7000000000E-03
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          2.5000000000E-01          2.1640000000E-01          1.2180000000E-02         -8.5800000000E-02
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          0.0000000000E+00          5.0000000000E-01          6.1650000000E-01          9.0700000000E-03         -1.2740000000E-01
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          0.0000000000E+00         -2.1760000000E-01          7.7300000000E-03         -6.1000000000E-03
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          2.5000000000E-01          2.1840000000E-01          1.2240000000E-02         -8.6900000000E-02
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          2.0000000000E-01          5.0000000000E-01          6.2880000000E-01          9.1800000000E-03         -1.2950000000E-01
         1.1635528347E-01         -3.4906585040E-02          4.0000000000E+05          4.0000000000E-01          0.0000000000E+00         -2.2960000000E-01          8.0900000000E-03         -7.9000000000E-03
